station_name,group,target_static_camera,candidate_name,board_pose,moving_pose,radius,angle_deg,reason
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_129,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-3.838731 -0.506893 2.000000 0.000000 0.265043 -0.174533,1.4,170,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_130,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-3.838731 -0.506893 2.200000 0.000000 0.392761 -0.174533,1.4,170,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_131,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-3.838731 -0.506893 2.350000 0.000000 0.480643 -0.174533,1.4,170,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_132,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-3.775570 -1.228828 1.800000 0.000000 0.127870 0.349066,1.4,-160,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_133,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-3.775570 -1.228828 2.000000 0.000000 0.265043 0.349066,1.4,-160,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_134,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-3.775570 -1.228828 2.200000 0.000000 0.392761 0.349066,1.4,-160,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_135,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-3.775570 -1.228828 2.350000 0.000000 0.480643 0.349066,1.4,-160,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_136,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-3.359903 -1.822462 1.800000 0.000000 0.127870 0.872665,1.4,-130,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_137,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-3.359903 -1.822462 2.000000 0.000000 0.265043 0.872665,1.4,-130,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_138,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-3.359903 -1.822462 2.200000 0.000000 0.392761 0.872665,1.4,-130,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_139,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-3.359903 -1.822462 2.350000 0.000000 0.480643 0.872665,1.4,-130,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_140,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-2.703107 -2.128731 1.800000 0.000000 0.127870 1.396263,1.4,-100,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_141,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-2.703107 -2.128731 2.000000 0.000000 0.265043 1.396263,1.4,-100,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_142,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-2.703107 -2.128731 2.200000 0.000000 0.392761 1.396263,1.4,-100,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_143,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-2.703107 -2.128731 2.350000 0.000000 0.480643 1.396263,1.4,-100,orbit_look_at_board
