image_name,x,y,z,roll,pitch,yaw,tag,image_path
moving_0126.jpg,-0.690909,0.000000,1.650000,0.000000,0.000000,0.890909,transition_aisle_1_to_aisle_2,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0126.jpg
moving_0127.jpg,-0.618182,0.000000,1.650000,0.000000,0.000000,0.918182,transition_aisle_1_to_aisle_2,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0127.jpg
moving_0128.jpg,-0.545455,0.000000,1.650000,0.000000,0.000000,0.945455,transition_aisle_1_to_aisle_2,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0128.jpg
moving_0129.jpg,-0.472727,0.000000,1.650000,0.000000,0.000000,0.972727,transition_aisle_1_to_aisle_2,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0129.jpg
moving_0130.jpg,-0.400000,0.000000,1.650000,0.000000,0.000000,1.000000,aisle_2,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0130.jpg
moving_0131.jpg,-0.400000,0.000000,1.650000,0.000000,0.000000,1.000000,aisle_2,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0131.jpg
moving_0132.jpg,-0.400000,0.000000,1.650000,0.000000,0.000000,1.000000,aisle_2,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0132.jpg
moving_0133.jpg,-0.400000,0.000000,1.650000,0.000000,0.000000,1.000000,aisle_2,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0133.jpg
moving_0134.jpg,-0.327273,0.000000,1.650000,0.000000,0.000000,1.031818,transition_aisle_2_to_aisle_3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0134.jpg
moving_0135.jpg,-0.254545,0.000000,1.650000,0.000000,0.000000,1.063636,transition_aisle_2_to_aisle_3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0135.jpg
moving_0136.jpg,-0.181818,0.000000,1.650000,0.000000,0.000000,1.095455,transition_aisle_2_to_aisle_3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0136.jpg
moving_0137.jpg,-0.109091,0.000000,1.650000,0.000000,0.000000,1.127273,transition_aisle_2_to_aisle_3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0137.jpg
moving_0138.jpg,-0.036364,0.000000,1.650000,0.000000,0.000000,1.159091,transition_aisle_2_to_aisle_3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0138.jpg
moving_0139.jpg,0.036364,0.000000,1.650000,0.000000,0.000000,1.190909,transition_aisle_2_to_aisle_3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0139.jpg
moving_0140.jpg,0.109091,0.000000,1.650000,0.000000,0.000000,1.222727,transition_aisle_2_to_aisle_3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0140.jpg
moving_0141.jpg,0.181818,0.000000,1.650000,0.000000,0.000000,1.254545,transition_aisle_2_to_aisle_3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0141.jpg
moving_0142.jpg,0.254545,0.000000,1.650000,0.000000,0.000000,1.286364,transition_aisle_2_to_aisle_3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0142.jpg
moving_0143.jpg,0.327273,0.000000,1.650000,0.000000,0.000000,1.318182,transition_aisle_2_to_aisle_3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0143.jpg
moving_0144.jpg,0.400000,0.000000,1.650000,0.000000,0.000000,1.350000,aisle_3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0144.jpg
moving_0145.jpg,0.400000,0.000000,1.650000,0.000000,0.000000,1.350000,aisle_3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0145.jpg
moving_0146.jpg,0.400000,0.000000,1.650000,0.000000,0.000000,1.350000,aisle_3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0146.jpg
moving_0147.jpg,0.400000,0.000000,1.650000,0.000000,0.000000,1.350000,aisle_3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0147.jpg
moving_0148.jpg,0.472727,0.000000,1.650000,0.000000,0.000000,1.386364,transition_aisle_3_to_aisle_4,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0148.jpg
moving_0149.jpg,0.545455,0.000000,1.650000,0.000000,0.000000,1.422727,transition_aisle_3_to_aisle_4,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0149.jpg
moving_0150.jpg,0.618182,0.000000,1.650000,0.000000,0.000000,1.459091,transition_aisle_3_to_aisle_4,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0150.jpg
moving_0151.jpg,0.690909,0.000000,1.650000,0.000000,0.000000,1.495455,transition_aisle_3_to_aisle_4,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0151.jpg
moving_0152.jpg,0.763636,0.000000,1.650000,0.000000,0.000000,1.531818,transition_aisle_3_to_aisle_4,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0152.jpg
moving_0153.jpg,0.836364,0.000000,1.650000,0.000000,0.000000,1.568182,transition_aisle_3_to_aisle_4,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0153.jpg
moving_0154.jpg,0.909091,0.000000,1.650000,0.000000,0.000000,1.604545,transition_aisle_3_to_aisle_4,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0154.jpg
moving_0155.jpg,0.981818,0.000000,1.650000,0.000000,0.000000,1.640909,transition_aisle_3_to_aisle_4,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0155.jpg
moving_0156.jpg,1.054545,0.000000,1.650000,0.000000,0.000000,1.677273,transition_aisle_3_to_aisle_4,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0156.jpg
moving_0157.jpg,1.127273,0.000000,1.650000,0.000000,0.000000,1.713636,transition_aisle_3_to_aisle_4,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0157.jpg
moving_0158.jpg,1.200000,0.000000,1.650000,0.000000,0.000000,1.750000,aisle_4,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0158.jpg
moving_0159.jpg,1.200000,0.000000,1.650000,0.000000,0.000000,1.750000,aisle_4,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0159.jpg
moving_0160.jpg,1.200000,0.000000,1.650000,0.000000,0.000000,1.750000,aisle_4,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0160.jpg
moving_0161.jpg,1.200000,0.000000,1.650000,0.000000,0.000000,1.750000,aisle_4,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0161.jpg
moving_0162.jpg,1.272727,0.000000,1.650000,0.000000,0.000000,1.786364,transition_aisle_4_to_aisle_5,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0162.jpg
moving_0163.jpg,1.345455,0.000000,1.650000,0.000000,0.000000,1.822727,transition_aisle_4_to_aisle_5,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0163.jpg
moving_0164.jpg,1.418182,0.000000,1.650000,0.000000,0.000000,1.859091,transition_aisle_4_to_aisle_5,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0164.jpg
moving_0165.jpg,1.490909,0.000000,1.650000,0.000000,0.000000,1.895455,transition_aisle_4_to_aisle_5,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0165.jpg
moving_0166.jpg,1.563636,0.000000,1.650000,0.000000,0.000000,1.931818,transition_aisle_4_to_aisle_5,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0166.jpg
moving_0167.jpg,1.636364,0.000000,1.650000,0.000000,0.000000,1.968182,transition_aisle_4_to_aisle_5,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0167.jpg
moving_0168.jpg,1.709091,0.000000,1.650000,0.000000,0.000000,2.004545,transition_aisle_4_to_aisle_5,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0168.jpg
moving_0169.jpg,1.781818,0.000000,1.650000,0.000000,0.000000,2.040909,transition_aisle_4_to_aisle_5,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0169.jpg
moving_0170.jpg,1.854545,0.000000,1.650000,0.000000,0.000000,2.077273,transition_aisle_4_to_aisle_5,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0170.jpg
moving_0171.jpg,1.927273,0.000000,1.650000,0.000000,0.000000,2.113636,transition_aisle_4_to_aisle_5,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0171.jpg
moving_0172.jpg,2.000000,0.000000,1.650000,0.000000,0.000000,2.150000,aisle_5,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0172.jpg
moving_0173.jpg,2.000000,0.000000,1.650000,0.000000,0.000000,2.150000,aisle_5,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0173.jpg
moving_0174.jpg,2.000000,0.000000,1.650000,0.000000,0.000000,2.150000,aisle_5,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0174.jpg
moving_0175.jpg,2.000000,0.000000,1.650000,0.000000,0.000000,2.150000,aisle_5,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0175.jpg
moving_0176.jpg,2.072727,0.000000,1.650000,0.000000,0.000000,2.186364,transition_aisle_5_to_aisle_6,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0176.jpg
moving_0177.jpg,2.145455,0.000000,1.650000,0.000000,0.000000,2.222727,transition_aisle_5_to_aisle_6,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0177.jpg
moving_0178.jpg,2.218182,0.000000,1.650000,0.000000,0.000000,2.259091,transition_aisle_5_to_aisle_6,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0178.jpg
moving_0179.jpg,2.290909,0.000000,1.650000,0.000000,0.000000,2.295455,transition_aisle_5_to_aisle_6,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0179.jpg
moving_0180.jpg,2.363636,0.000000,1.650000,0.000000,0.000000,2.331818,transition_aisle_5_to_aisle_6,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0180.jpg
moving_0181.jpg,2.436364,0.000000,1.650000,0.000000,0.000000,2.368182,transition_aisle_5_to_aisle_6,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0181.jpg
moving_0182.jpg,2.509091,0.000000,1.650000,0.000000,0.000000,2.404545,transition_aisle_5_to_aisle_6,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0182.jpg
moving_0183.jpg,2.581818,0.000000,1.650000,0.000000,0.000000,2.440909,transition_aisle_5_to_aisle_6,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0183.jpg
moving_0184.jpg,2.654545,0.000000,1.650000,0.000000,0.000000,2.477273,transition_aisle_5_to_aisle_6,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0184.jpg
moving_0185.jpg,2.727273,0.000000,1.650000,0.000000,0.000000,2.513636,transition_aisle_5_to_aisle_6,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0185.jpg
moving_0186.jpg,2.800000,0.000000,1.650000,0.000000,0.000000,2.550000,aisle_6,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0186.jpg
moving_0187.jpg,2.800000,0.000000,1.650000,0.000000,0.000000,2.550000,aisle_6,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0187.jpg
moving_0188.jpg,2.800000,0.000000,1.650000,0.000000,0.000000,2.550000,aisle_6,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0188.jpg
moving_0189.jpg,2.800000,0.000000,1.650000,0.000000,0.000000,2.550000,aisle_6,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0189.jpg
moving_0190.jpg,2.854545,0.001818,1.650000,0.000000,0.000000,2.581818,transition_aisle_6_to_rear_aisle,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0190.jpg
moving_0191.jpg,2.909091,0.003636,1.650000,0.000000,0.000000,2.613636,transition_aisle_6_to_rear_aisle,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0191.jpg
moving_0192.jpg,2.963636,0.005455,1.650000,0.000000,0.000000,2.645455,transition_aisle_6_to_rear_aisle,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0192.jpg
moving_0193.jpg,3.018182,0.007273,1.650000,0.000000,0.000000,2.677273,transition_aisle_6_to_rear_aisle,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0193.jpg
moving_0194.jpg,3.072727,0.009091,1.650000,0.000000,0.000000,2.709091,transition_aisle_6_to_rear_aisle,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0194.jpg
moving_0195.jpg,3.127273,0.010909,1.650000,0.000000,0.000000,2.740909,transition_aisle_6_to_rear_aisle,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0195.jpg
moving_0196.jpg,3.181818,0.012727,1.650000,0.000000,0.000000,2.772727,transition_aisle_6_to_rear_aisle,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0196.jpg
moving_0197.jpg,3.236364,0.014545,1.650000,0.000000,0.000000,2.804545,transition_aisle_6_to_rear_aisle,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0197.jpg
moving_0198.jpg,3.290909,0.016364,1.650000,0.000000,0.000000,2.836364,transition_aisle_6_to_rear_aisle,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0198.jpg
moving_0199.jpg,3.345455,0.018182,1.650000,0.000000,0.000000,2.868182,transition_aisle_6_to_rear_aisle,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0199.jpg
moving_0200.jpg,3.400000,0.020000,1.650000,0.000000,0.000000,2.900000,rear_aisle,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0200.jpg
moving_0201.jpg,3.400000,0.020000,1.650000,0.000000,0.000000,2.900000,rear_aisle,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0201.jpg
moving_0202.jpg,3.400000,0.020000,1.650000,0.000000,0.000000,2.900000,rear_aisle,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0202.jpg
moving_0203.jpg,3.400000,0.020000,1.650000,0.000000,0.000000,2.900000,rear_aisle,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0203.jpg
moving_0204.jpg,3.423529,0.011765,1.655882,0.000000,0.005882,2.841176,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0204.jpg
moving_0205.jpg,3.447059,0.003529,1.661765,0.000000,0.011765,2.782353,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0205.jpg
moving_0206.jpg,3.470588,-0.004706,1.667647,0.000000,0.017647,2.723529,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0206.jpg
moving_0207.jpg,3.494118,-0.012941,1.673529,0.000000,0.023529,2.664706,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0207.jpg
moving_0208.jpg,3.517647,-0.021176,1.679412,0.000000,0.029412,2.605882,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0208.jpg
moving_0209.jpg,3.541176,-0.029412,1.685294,0.000000,0.035294,2.547059,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0209.jpg
moving_0210.jpg,3.564706,-0.037647,1.691176,0.000000,0.041176,2.488235,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0210.jpg
moving_0211.jpg,3.588235,-0.045882,1.697059,0.000000,0.047059,2.429412,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0211.jpg
moving_0212.jpg,3.611765,-0.054118,1.702941,0.000000,0.052941,2.370588,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0212.jpg
moving_0213.jpg,3.635294,-0.062353,1.708824,0.000000,0.058824,2.311765,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0213.jpg
moving_0214.jpg,3.658824,-0.070588,1.714706,0.000000,0.064706,2.252941,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0214.jpg
moving_0215.jpg,3.682353,-0.078824,1.720588,0.000000,0.070588,2.194118,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0215.jpg
moving_0216.jpg,3.705882,-0.087059,1.726471,0.000000,0.076471,2.135294,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0216.jpg
moving_0217.jpg,3.729412,-0.095294,1.732353,0.000000,0.082353,2.076471,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0217.jpg
moving_0218.jpg,3.752941,-0.103529,1.738235,0.000000,0.088235,2.017647,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0218.jpg
moving_0219.jpg,3.776471,-0.111765,1.744118,0.000000,0.094118,1.958824,transition_rear_aisle_to_rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0219.jpg
moving_0220.jpg,3.800000,-0.120000,1.750000,0.000000,0.100000,1.900000,rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0220.jpg
moving_0221.jpg,3.800000,-0.120000,1.750000,0.000000,0.100000,1.900000,rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0221.jpg
moving_0222.jpg,3.800000,-0.120000,1.750000,0.000000,0.100000,1.900000,rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0222.jpg
moving_0223.jpg,3.800000,-0.120000,1.750000,0.000000,0.100000,1.900000,rear_bridge_to_R3,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0223.jpg
moving_0224.jpg,3.823784,-0.131979,1.759091,0.000000,0.113180,1.854206,transition_rear_bridge_to_R3_to_anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0224.jpg
moving_0225.jpg,3.847568,-0.143958,1.768182,0.000000,0.126360,1.808411,transition_rear_bridge_to_R3_to_anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0225.jpg
moving_0226.jpg,3.871351,-0.155937,1.777273,0.000000,0.139540,1.762617,transition_rear_bridge_to_R3_to_anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0226.jpg
moving_0227.jpg,3.895135,-0.167916,1.786364,0.000000,0.152720,1.716823,transition_rear_bridge_to_R3_to_anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0227.jpg
moving_0228.jpg,3.918919,-0.179895,1.795455,0.000000,0.165900,1.671029,transition_rear_bridge_to_R3_to_anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0228.jpg
moving_0229.jpg,3.942703,-0.191874,1.804545,0.000000,0.179079,1.625234,transition_rear_bridge_to_R3_to_anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0229.jpg
moving_0230.jpg,3.966487,-0.203853,1.813636,0.000000,0.192259,1.579440,transition_rear_bridge_to_R3_to_anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0230.jpg
moving_0231.jpg,3.990271,-0.215832,1.822727,0.000000,0.205439,1.533646,transition_rear_bridge_to_R3_to_anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0231.jpg
moving_0232.jpg,4.014054,-0.227811,1.831818,0.000000,0.218619,1.487852,transition_rear_bridge_to_R3_to_anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0232.jpg
moving_0233.jpg,4.037838,-0.239790,1.840909,0.000000,0.231799,1.442057,transition_rear_bridge_to_R3_to_anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0233.jpg
moving_0234.jpg,4.061622,-0.251769,1.850000,0.000000,0.244979,1.396263,anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0234.jpg
moving_0235.jpg,4.061622,-0.251769,1.850000,0.000000,0.244979,1.396263,anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0235.jpg
moving_0236.jpg,4.061622,-0.251769,1.850000,0.000000,0.244979,1.396263,anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0236.jpg
moving_0237.jpg,4.061622,-0.251769,1.850000,0.000000,0.244979,1.396263,anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0237.jpg
moving_0238.jpg,4.061622,-0.251769,1.850000,0.000000,0.244979,1.396263,anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0238.jpg
moving_0239.jpg,4.061622,-0.251769,1.850000,0.000000,0.244979,1.396263,anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0239.jpg
moving_0240.jpg,4.061622,-0.251769,1.850000,0.000000,0.244979,1.396263,anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0240.jpg
moving_0241.jpg,4.061622,-0.251769,1.850000,0.000000,0.244979,1.396263,anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0241.jpg
moving_0242.jpg,4.061622,-0.251769,1.850000,0.000000,0.244979,1.396263,anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0242.jpg
moving_0243.jpg,4.061622,-0.251769,1.850000,0.000000,0.244979,1.396263,anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0243.jpg
moving_0244.jpg,4.061622,-0.251769,1.850000,0.000000,0.244979,1.396263,anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0244.jpg
moving_0245.jpg,4.061622,-0.251769,1.850000,0.000000,0.244979,1.396263,anchor_R3_rear_right_seat_angled,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0245.jpg
moving_0246.jpg,4.085792,-0.237357,1.846429,0.000000,0.241766,1.453673,transition_anchor_R3_rear_right_seat_angled_to_rear_bridge_to_R2_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0246.jpg
moving_0247.jpg,4.109962,-0.222945,1.842857,0.000000,0.238553,1.511083,transition_anchor_R3_rear_right_seat_angled_to_rear_bridge_to_R2_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0247.jpg
moving_0248.jpg,4.134132,-0.208533,1.839286,0.000000,0.235341,1.568492,transition_anchor_R3_rear_right_seat_angled_to_rear_bridge_to_R2_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0248.jpg
moving_0249.jpg,4.158301,-0.194121,1.835714,0.000000,0.232128,1.625902,transition_anchor_R3_rear_right_seat_angled_to_rear_bridge_to_R2_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0249.jpg
moving_0250.jpg,4.182471,-0.179709,1.832143,0.000000,0.228915,1.683312,transition_anchor_R3_rear_right_seat_angled_to_rear_bridge_to_R2_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0250.jpg
moving_0251.jpg,4.206641,-0.165297,1.828571,0.000000,0.225702,1.740722,transition_anchor_R3_rear_right_seat_angled_to_rear_bridge_to_R2_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0251.jpg
moving_0252.jpg,4.230811,-0.150885,1.825000,0.000000,0.222490,1.798132,transition_anchor_R3_rear_right_seat_angled_to_rear_bridge_to_R2_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0252.jpg
moving_0253.jpg,4.254981,-0.136472,1.821429,0.000000,0.219277,1.855541,transition_anchor_R3_rear_right_seat_angled_to_rear_bridge_to_R2_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0253.jpg
moving_0254.jpg,4.279151,-0.122060,1.817857,0.000000,0.216064,1.912951,transition_anchor_R3_rear_right_seat_angled_to_rear_bridge_to_R2_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0254.jpg
moving_0255.jpg,4.303321,-0.107648,1.814286,0.000000,0.212851,1.970361,transition_anchor_R3_rear_right_seat_angled_to_rear_bridge_to_R2_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0255.jpg
moving_0256.jpg,4.327490,-0.093236,1.810714,0.000000,0.209638,2.027771,transition_anchor_R3_rear_right_seat_angled_to_rear_bridge_to_R2_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0256.jpg
